smiles,canonical_smiles,valid,unique,novel
CCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1ccccn1,CCn1c(SCC(=O)N2CCc3ccccc32)nnc1-c1ccccn1,True,True,True
Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1C,Cc1ccc(OCC(=O)Nc2ccc3c(c2)OCCO3)cc1C,True,True,True
CCCNC(=O)C1(C)CCN(Cc2ccc(-c3ccc(C(=O)OCC)cc3)cc2)C1,CCCNC(=O)C1(C)CCN(Cc2ccc(-c3ccc(C(=O)OCC)cc3)cc2)C1,True,True,True
CC=C(C)C(=O)OCC1C2=CC3OC(=O)C=CC=CC(=O)CC(C)=C3C(=O)C2(C)C(OC(C)=O)CC2(C)CCC(=O)C21,CC=C(C)C(=O)OCC1C2=CC3OC(=O)C=CC=CC(=O)CC(C)=C3C(=O)C2(C)C(OC(C)=O)CC2(C)CCC(=O)C12,True,True,True
COc1ccc2c3c1OC1c4ncc(-c5cccs5)cc4CC4(O)C(C2)N(C)CCC314,COc1ccc2c3c1OC1c4ncc(-c5cccs5)cc4CC4(O)C(C2)N(C)CCC314,True,True,True
Cc1nc2c3c(ncn2n1)C(=O)N(Cc1ccc(N2CCOCC2)cc1)CC3,Cc1nc2c3c(ncn2n1)C(=O)N(Cc1ccc(N2CCOCC2)cc1)CC3,True,True,True
C=CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(CNC)c2ccccc2)CC1,C=CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C(CNC)c2ccccc2)CC1,True,True,True
CC#CCOc1ccc(S(=O)(=O)[O-])cc1-c1ccc(Cn2cccc2C)[nH]1,CC#CCOc1ccc(S(=O)(=O)[O-])cc1-c1ccc(Cn2cccc2C)[nH]1,True,True,True
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(N)cc1)C(=O)C2,COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(N)cc1)C(=O)C2,True,True,True
CN1C(=O)C(=Cc2ccc(C(=O)NCCCN3CCOCC3)cc2)N=C1c1ccccc1,CN1C(=O)C(=Cc2ccc(C(=O)NCCCN3CCOCC3)cc2)N=C1c1ccccc1,True,True,True
[C-]#[N+]c1ccccc1Cn1cc(Cl)c(=O)[nH]c1=S,[C-]#[N+]c1ccccc1Cn1cc(Cl)c(=O)[nH]c1=S,True,True,True
O=C(c1cccc(N2C(=O)CCC2=O)c1)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1,O=C(c1cccc(N2C(=O)CCC2=O)c1)N1CCN(S(=O)(=O)c2ccccc2Cl)CC1,True,True,True
O=C(NCC1CC1)C1CC2CCN(Cc3cccc(F)c3)CC2O1,O=C(NCC1CC1)C1CC2CCN(Cc3cccc(F)c3)CC2O1,True,True,True
O=C1OC(=Cc2c(F)cccc2C(F)(F)F)c2ccccc21,O=C1OC(=Cc2c(F)cccc2C(F)(F)F)c2ccccc21,True,True,True
Cc1nn(Cc2ccc(NC(=O)c3ccccc3Cl)cc2)c(C)c1CC(=O)O,Cc1nn(Cc2ccc(NC(=O)c3ccccc3Cl)cc2)c(C)c1CC(=O)O,True,True,True
C=CCN(C(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1F)c1ccc(Br)cc1C,C=CCN(C(=O)c1cc(S(=O)(=O)N2CCCCC2)ccc1F)c1ccc(Br)cc1C,True,True,True
CN(CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)Cc1ccc([N+](=O)[O-])cc1,CN(CCC(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1)Cc1ccc([N+](=O)[O-])cc1,True,True,True
CCN(CC)c1ccc(-c2csc(-c3nccs3)n2)cc1,CCN(CC)c1ccc(-c2csc(-c3nccs3)n2)cc1,True,True,True
COc1ccc(-c2oc3c(ccc4[nH]c(C)c(C)c43)c(=O)c2OC(C)C)cc1,COc1ccc(-c2oc3c(ccc4[nH]c(C)c(C)c43)c(=O)c2OC(C)C)cc1,True,True,True
CC(=O)Nc1cc(-c2nc3cc(Br)ccc3s2)ccc1O,CC(=O)Nc1cc(-c2nc3cc(Br)ccc3s2)ccc1O,True,True,True
CSc1ccc(C=NOCC(=O)N(C)Cc2ccc3c(c2)cc(C)n3C)cc1,CSc1ccc(C=NOCC(=O)N(C)Cc2ccc3c(c2)cc(C)n3C)cc1,True,True,True
C=C(CN1CCCOC(CF)C1)C1CCC(C)(CO)OC1,C=C(CN1CCCOC(CF)C1)C1CCC(C)(CO)OC1,True,True,True
COc1cc(=O)n(CCCNCCO)c2c(Cl)cccc12,COc1cc(=O)n(CCCNCCO)c2c(Cl)cccc12,True,True,True
COc1ccc(-n2c(N)c(C(=O)c3ccccc3F)sc2=S)cc1OC,COc1ccc(-n2c(N)c(C(=O)c3ccccc3F)sc2=S)cc1OC,True,True,True
COC(=O)C(CC(=O)C=Cc1ccc(O)c(O)c1)C(=O)C=Cc1ccc(O)c(O)c1,COC(=O)C(CC(=O)C=Cc1ccc(O)c(O)c1)C(=O)C=Cc1ccc(O)c(O)c1,True,True,True
Cc1cccc(-n2nccn2)c1C(=O)O,Cc1cccc(-n2nccn2)c1C(=O)O,True,True,True
CN1CCN(c2ccc([N+](=O)[O-])cc2NC(=O)c2cc(F)ccc2Cl)CC1,CN1CCN(c2ccc([N+](=O)[O-])cc2NC(=O)c2cc(F)ccc2Cl)CC1,True,True,True
CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCc1ccc(F)cc1,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1CCc1ccc(F)cc1,True,True,True
Cc1cc(NC(=O)CSc2nc(=O)c(-c3ccc(F)cc3)[nH]o2)no1,,False,True,True
O=[N+]([O-])c1ccccc1C[n+]1ccn(C(c2ccccc2)c2ccc3c(c2)Cc2ccccc2-3)c1,O=[N+]([O-])c1ccccc1C[n+]1ccn(C(c2ccccc2)c2ccc3c(c2)Cc2ccccc2-3)c1,True,True,True
CC(=O)OC1C(C)C(OC(=O)c2ccc(C#N)cc2)C2(CO2)C(OC(=O)c2cccnc2)C(O)C2C(C)(C)CC1C21CO1,CC(=O)OC1C(C)C(OC(=O)c2ccc(C#N)cc2)C2(CO2)C(OC(=O)c2cccnc2)C(O)C2C(C)(C)CC1C21CO1,True,True,True
COC1CCC(C(C#N)C(=O)Nc2ccc3c(c2)CCC3)=C(C)N1,COC1CCC(C(C#N)C(=O)Nc2ccc3c(c2)CCC3)=C(C)N1,True,True,True
Nc1ncnc2c1ncn2C1OC(CI)C(O)C1O,Nc1ncnc2c1ncn2C1OC(CI)C(O)C1O,True,True,False
[O-][n+]1cc(-c2ccc(Cl)cc2)nc2ccccc21,[O-][n+]1cc(-c2ccc(Cl)cc2)nc2ccccc21,True,True,True
Cc1[nH]c2ccc(C(N)=O)cc2c1C,Cc1[nH]c2ccc(C(N)=O)cc2c1C,True,True,True
COC1COCCC1NC1CC2CCCC2(C(=O)N2CC3CC2CN3c2cccc3cc(C(=O)O)ccc23)C1,COC1COCCC1NC1CC2CCCC2(C(=O)N2CC3CC2CN3c2cccc3cc(C(=O)O)ccc23)C1,True,True,True
COc1ccc2nccc(N3CCC(Oc4ncc(F)c(N5C(=O)OCC5C(C)C)n4)CC3)c2c1,COc1ccc2nccc(N3CCC(Oc4ncc(F)c(N5C(=O)OCC5C(C)C)n4)CC3)c2c1,True,True,True
CC(N1CCc2ccc3ccnc(Cc4ccc(Cl)cc4)c3c2C1)C(O)(Cn1cncn1)c1ccc(F)cc1F,CC(N1CCc2ccc3ccnc(Cc4ccc(Cl)cc4)c3c2C1)C(O)(Cn1cncn1)c1ccc(F)cc1F,True,True,True
COc1ccc(CC(=O)Nc2cccnc2)cc1Br,COc1ccc(CC(=O)Nc2cccnc2)cc1Br,True,True,True
CC(=O)Nc1ccc(-c2nc(N(C)c3cnccn3)sc2-c2ccc(OCCN(C)C)cc2)cc1,CC(=O)Nc1ccc(-c2nc(N(C)c3cnccn3)sc2-c2ccc(OCCN(C)C)cc2)cc1,True,True,True
CC(=O)NCC1CN(c2ccc(-n3cc(C(=O)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)c(F)c2)C(=O)O1,CC(=O)NCC1CN(c2ccc(-n3cc(C(=O)N4CCN(C(=O)OC(C)(C)C)CC4)nn3)c(F)c2)C(=O)O1,True,True,True
Oc1ccc(C(=C2CCN(Cc3ccccc3)CC2)c2ccccc2Cl)c2ccccc12,Oc1ccc(C(=C2CCN(Cc3ccccc3)CC2)c2ccccc2Cl)c2ccccc12,True,True,True
CC1(C(=O)O)CCCC2(C)c3cc(OCC(=O)O)ccc3CCC12,CC1(C(=O)O)CCCC2(C)c3cc(OCC(=O)O)ccc3CCC12,True,True,True
Clc1snnc1Cl,Clc1nnsc1Cl,True,True,True
N#Cc1ccc(Oc2ccc(S(=O)(=O)C3CCN(C(Cc4ccccc4)C(=O)O)C3)c(Cl)c2)cc1,N#Cc1ccc(Oc2ccc(S(=O)(=O)C3CCN(C(Cc4ccccc4)C(=O)O)C3)c(Cl)c2)cc1,True,True,True
CN(C)c1cccc(C(=O)OC(C)CNC2CCCC2)c1,CC(CNC1CCCC1)OC(=O)c1cccc(N(C)C)c1,True,True,True
CC(=O)OCc1ccnc2c(C(C)C)cccc12,CC(=O)OCc1ccnc2c(C(C)C)cccc12,True,True,True
COc1ccc(C(=O)N2CCC3CN(c4ncccn4)CCOC3C2)cc1OC,COc1ccc(C(=O)N2CCC3CN(c4ncccn4)CCOC3C2)cc1OC,True,True,True
COc1ccccc1C(=O)Nc1ncnc2c1nn1c(SC)cc(-c3ccncc3)cc21,COc1ccccc1C(=O)Nc1ncnc2c1nn1c(SC)cc(-c3ccncc3)cc21,True,True,True
O=C1C(O)=C(C(Sc2ccc(Cl)cc2)c2cccc(O)c2)C(=O)c2ccccc21,O=C1C(O)=C(C(Sc2ccc(Cl)cc2)c2cccc(O)c2)C(=O)c2ccccc21,True,True,True
CC(C)CNC(=O)c1ccc(-c2ccc(CN3C(=O)C(NC(=O)Cc4ccccc4)CCc3ccccc3)cc2)o1,,False,True,True
COCCCOc1cccc(CC(=O)Nc2cc(C(=O)c3ccc(-c4ccc(OC)cc4)s3)ccc2N2CCN(C)CC2)c1,COCCCOc1cccc(CC(=O)Nc2cc(C(=O)c3ccc(-c4ccc(OC)cc4)s3)ccc2N2CCN(C)CC2)c1,True,True,True
O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cn(-c2ccccc2F)nc1C(F)(F)F,O=C(Nc1ccc(S(=O)(=O)N2CCCC2)cc1)c1cn(-c2ccccc2F)nc1C(F)(F)F,True,True,True
CCN(CC)CCCCn1c(-c2ccc3ccccc3c2)nc2ccccc21,CCN(CC)CCCCn1c(-c2ccc3ccccc3c2)nc2ccccc21,True,True,True
CC(=O)NCCn1c(=O)c2ccc(NCCN3CCOCC3)c3c(=O)c4cc(Cl)c(Cl)cc4n(c1=O)c2C3,CC(=O)NCCn1c(=O)c2c3n(c1=O)-c1cc(Cl)c(Cl)cc1C(=O)C(=C(NCCN1CCOCC1)C=C2)C3,True,True,True
CCCC(C)(CCC)c1cc(O)cc(N2CCCCCS2(=O)=O)c1,CCCC(C)(CCC)c1cc(O)cc(N2CCCCCS2(=O)=O)c1,True,True,True
Fc1ccc(Cn2nnnc2C(c2ccc(Cl)cc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,Fc1ccc(Cn2nnnc2C(c2ccc(Cl)cc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,True,True,True
COc1cccc(OC)c1OCCNCC(O)COc1ccc2ncccc2c1,COc1cccc(OC)c1OCCNCC(O)COc1ccc2ncccc2c1,True,True,True
CC(C)NCc1ccc(C(=O)CCCC2CCCCC2)cc1,CC(C)NCc1ccc(C(=O)CCCC2CCCCC2)cc1,True,True,True
Cn1c(-c2cnn(C)c2)cnc1-c1ccn2ccnc2c1,Cn1cc(-c2cnc(-c3ccn4ccnc4c3)n2C)cn1,True,True,True
CN(C)CCNc1ccnc2sc3c(=O)n(-c4ccc(Cl)cc4)c(=O)ccc3c12,CN(C)CCNc1ccnc2sc3c(=O)n(-c4ccc(Cl)cc4)c(=O)ccc3c12,True,True,True
O=C1c2cc([N+](=O)[O-])ccc2C(=O)N1Cc1ccc(Cl)cc1,O=C1c2ccc([N+](=O)[O-])cc2C(=O)N1Cc1ccc(Cl)cc1,True,True,True
O=C(CCc1cccs1)NN=Cc1cccs1,O=C(CCc1cccs1)NN=Cc1cccs1,True,True,True
CC(C)(C)c1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cn1,CC(C)(C)c1ccc(OCCCON2C(=N)N=C(N)NC2(C)C)cn1,True,True,True
CN1CCc2[nH]nc(C(=O)N3CCC(N4CCN(c5nc6cccc(F)c6o5)CC4)CC3)c2C1,CN1CCc2[nH]nc(C(=O)N3CCC(N4CCN(c5nc6cccc(F)c6o5)CC4)CC3)c2C1,True,True,True
CCCCCCCCc1c(O)c(O)cc2oc3ccccc3c(=O)c12,CCCCCCCCc1c(O)c(O)cc2oc3ccccc3c(=O)c12,True,True,True
COc1cc(OC)cc(N(CC(O)C(F)(F)F)c2ccc3ncc(-c4cnn(CC(=O)NO)c4)nc3c2)c1,COc1cc(OC)cc(N(CC(O)C(F)(F)F)c2ccc3ncc(-c4cnn(CC(=O)NO)c4)nc3c2)c1,True,True,True
O=C(NC(Cc1ccccc1)C(=O)N1CCCC1C(=O)O)N(CCN1C2CCC1CC(c1cccc(C(=N)NOCC(F)(F)F)c1)C2)Cc1ccccc1,N=C(NOCC(F)(F)F)c1cccc(C2CC3CCC(C2)N3CCN(Cc2ccccc2)C(=O)NC(Cc2ccccc2)C(=O)N2CCCC2C(=O)O)c1,True,True,True
CN(C)C(=O)Cc1ccc2c(c1)ncc(F)c2N,CN(C)C(=O)Cc1ccc2c(N)c(F)cnc2c1,True,True,True
CC12CN(Cc3ccccc3)CC1(c1ccccc1)c1ccccc1-n1nnc3ccccc3c12,,False,True,True
CNS(=O)(=O)c1cccc(Nc2ccnc(Nc3cccc(S(C)(=O)=O)c3)n2)c1,CNS(=O)(=O)c1cccc(Nc2ccnc(Nc3cccc(S(C)(=O)=O)c3)n2)c1,True,True,True
CC=CC=CC(=O)Nc1ccc(I)cc1Br,CC=CC=CC(=O)Nc1ccc(I)cc1Br,True,True,True
COc1ccc(NS(=O)(=O)c2cccc(C(=O)N3CC(CCl)c4c3cc([N+](=O)[O-])c3ccccc43)c2)cc1OC,COc1ccc(NS(=O)(=O)c2cccc(C(=O)N3CC(CCl)c4c3cc([N+](=O)[O-])c3ccccc43)c2)cc1OC,True,True,True
CCOCC1(O)C(OC2CC(O)(O)Cc3c(O)c4c(c(O)c32)C(=O)c1CC=C(C)CC4(C)C)C2=CCCC(C)(C)C2,CCOCC1(O)C2CC=C(C)CC(C)(C)c3c(O)c4c(c(O)c3C2=O)C(CC(O)(O)C4)OC1C1=CCCC(C)(C)C1,True,True,True
O=C(OC(C(=O)O)c1ccccc1)c1ccccc1,O=C(OC(C(=O)O)c1ccccc1)c1ccccc1,True,True,True
CC1CCCN(S(=O)(=O)c2ccc(C(=O)Nc3ccccn3)cc2)C1,CC1CCCN(S(=O)(=O)c2ccc(C(=O)Nc3ccccn3)cc2)C1,True,True,True
CC(=O)n1nc(C#Cc2ccccc2)n(Cc2ccccc2)c1=O,CC(=O)n1nc(C#Cc2ccccc2)n(Cc2ccccc2)c1=O,True,True,True
CS(=O)(=O)NCc1ccc([N+](=O)[O-])cc1,CS(=O)(=O)NCc1ccc([N+](=O)[O-])cc1,True,True,True
CCCCS(=O)(=O)N(O)CC1CCC(N(C)C(=O)c2ccc3ccccc3n2)CC1,CCCCS(=O)(=O)N(O)CC1CCC(N(C)C(=O)c2ccc3ccccc3n2)CC1,True,True,True
CC1(C)OC(=N)NC2(C1)c1cc(Br)c(-c3ccc(Cl)cc3)cc1CC21CCC(=O)CC1,CC1(C)CC2(NC(=N)O1)c1cc(Br)c(-c3ccc(Cl)cc3)cc1CC21CCC(=O)CC1,True,True,True
CCCC(C)n1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,CCCC(C)n1nc(-c2cccs2)c(O)c(C2=NS(=O)(=O)c3cc(NS(C)(=O)=O)ccc3N2)c1=O,True,True,False
CN(C)c1ccc(C(=O)C2CCCN(Cc3nc(C(C)(C)C)no3)C2)cn1,CN(C)c1ccc(C(=O)C2CCCN(Cc3nc(C(C)(C)C)no3)C2)cn1,True,True,True
Cc1c(Cl)nc(COC2CCC3C2OCCN3Cc2ccc(C(=O)O)cc2)c2ccc(F)cc12,Cc1c(Cl)nc(COC2CCC3C2OCCN3Cc2ccc(C(=O)O)cc2)c2ccc(F)cc12,True,True,True
CC(C)C1=C(C(=O)N2CCCCCC2)SC2=NC(C)(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N21,CC(C)C1=C(C(=O)N2CCCCCC2)SC2=NC(C)(c3ccc(Cl)cc3)C(c3ccc(Cl)cc3)N21,True,True,True
CCc1sc(N)nc1-c1ccc(O)c(F)c1,CCc1sc(N)nc1-c1ccc(O)c(F)c1,True,True,True
COc1cc2nc(N3CCNC(C)C3)nc(NCc3ccccc3)c2cc1OC,COc1cc2nc(N3CCNC(C)C3)nc(NCc3ccccc3)c2cc1OC,True,True,True
Cc1cn(C2OC(CO[Si](=S)(c3ccccc3)c3cc(C)c(N)nc3N)C(O)C2(C)O)c(=O)[nH]c1=O,Cc1cc([Si](=S)(OCC2OC(n3cc(C)c(=O)[nH]c3=O)C(C)(O)C2O)c2ccccc2)c(N)nc1N,True,True,True
CCCCCCCNc1nc(C)nc2c1nnn2-c1c(Br)cc(C(C)C)cc1Br,CCCCCCCNc1nc(C)nc2c1nnn2-c1c(Br)cc(C(C)C)cc1Br,True,True,True
CCCNC(=O)C(C#N)=Cc1ccc(N(C)C)cc1,CCCNC(=O)C(C#N)=Cc1ccc(N(C)C)cc1,True,True,False
O=C1c2ccccc2OC2c3[nH]c4ccccc4c3CCN12,O=C1c2ccccc2OC2c3[nH]c4ccccc4c3CCN12,True,True,False
OCc1ccccc1-c1csc(Nc2ccc(F)cc2)n1,OCc1ccccc1-c1csc(Nc2ccc(F)cc2)n1,True,True,True
CN1C(=O)CCc2cc(C#Cc3ccc(OCC4CC4)nc3)ccc21,CN1C(=O)CCc2cc(C#Cc3ccc(OCC4CC4)nc3)ccc21,True,True,True
COCC1CC(=O)NCC(=O)NCC(CC(C)C)N1S(=O)(=O)c1ccc(F)cc1,COCC1CC(=O)NCC(=O)NCC(CC(C)C)N1S(=O)(=O)c1ccc(F)cc1,True,True,True
NC(=O)c1csc2nc(-c3ccc(O)cc3)cc(C(F)(F)F)c12,NC(=O)c1csc2nc(-c3ccc(O)cc3)cc(C(F)(F)F)c12,True,True,True
COC(=O)c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-],COC(=O)c1cc2nc(O)c(O)nc2cc1[N+](=O)[O-],True,True,True
CCC(=O)N1CC2CC1CN2C(=N)c1ccccc1,CCC(=O)N1CC2CC1CN2C(=N)c1ccccc1,True,True,True
Cc1cccc(NC(=O)c2cc(-c3ccc(Cl)c(Cl)c3)on2)n1,Cc1cccc(NC(=O)c2cc(-c3ccc(Cl)c(Cl)c3)on2)n1,True,True,True
O=C(NN=Cc1cc(Br)ccc1O)c1sc2ccccc2c1Cl,O=C(NN=Cc1cc(Br)ccc1O)c1sc2ccccc2c1Cl,True,True,True
CC(C)CC1CN(C(CC(C)C)CN2CCCC2CN2C(NCc3ccc4ccccc4c3)=NCC2Cc2ccccc2)C(=[N+]2CCCC2)N1CCc1c(n(C)c2ncccccc2c1OC,,False,True,True
CC(C)CN(CC(O)C(Cc1ccccc1F)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,CC(C)CN(CC(O)C(Cc1ccccc1F)NC(=O)OC1COC2OCCC12)S(=O)(=O)c1ccc(N)cc1,True,True,True
Nc1ncnc(Nc2ccc(OCc3ccc(Cl)cc3Cl)c(Cl)c2)c1Br,Nc1ncnc(Nc2ccc(OCc3ccc(Cl)cc3Cl)c(Cl)c2)c1Br,True,True,True
Cc1nn(C)c(C)c1N[S+](=O)([O-])c1ccc(CN(C)C2CCC(Oc3ccccc3C=Cc3ccccc3)CC2)nc1,Cc1nn(C)c(C)c1N[S+](=O)([O-])c1ccc(CN(C)C2CCC(Oc3ccccc3C=Cc3ccccc3)CC2)nc1,True,True,True
CCC(CSc1nc2cc(Cl)ccc2[nH]1)N1CCC(NC(=O)CCCC(=O)O)CC1,CCC(CSc1nc2cc(Cl)ccc2[nH]1)N1CCC(NC(=O)CCCC(=O)O)CC1,True,True,True
COCCNC(=O)c1ccc2c(c1)NC(=O)C(CS(=O)(=O)Cc1ccccc1)N2,COCCNC(=O)c1ccc2c(c1)NC(=O)C(CS(=O)(=O)Cc1ccccc1)N2,True,True,True
CC(C)CC(CP(=O)(O)C(Cc1ccccc1)NC(=O)C(NC(=O)CC(CC(C)C)C(=O)O)C(C)C)C(=O)O,CC(C)CC(CC(=O)NC(C(=O)NC(Cc1ccccc1)P(=O)(O)CC(CC(C)C)C(=O)O)C(C)C)C(=O)O,True,True,True
CC(N)C(=O)N1CCCCC1C(=O)O,CC(N)C(=O)N1CCCCC1C(=O)O,True,True,False
C#Cc1c(C)n(Cc2ccccc2)c2cc(C(=O)NCCN(C)C)ccc12,C#Cc1c(C)n(Cc2ccccc2)c2cc(C(=O)NCCN(C)C)ccc12,True,True,True
CCOc1cc2c(cc1CC)Nc1cc(OCC)ccc1N=C2c1ccc(C(=O)O)cc1,CCOc1ccc2c(c1)Nc1cc(CC)c(OCC)cc1C(c1ccc(C(=O)O)cc1)=N2,True,True,True
C=CCc1c(OC)ccc2nc3[nH]nc(C)c3nc12,C=CCc1c(OC)ccc2nc3[nH]nc(C)c3nc12,True,True,True
COC(=O)CN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,COC(=O)CN(c1ccc([N+](=O)[O-])cc1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,True,True,True
NC1CCc2c(F)ccc(C(OCc3cc4ccc(C(=N)N)cc4o3)c3cccnc3)c2C1,N=C(N)c1ccc2cc(COC(c3cccnc3)c3ccc(F)c4c3CC(N)CC4)oc2c1,True,True,True
CC1(c2ccccc2)NC(=O)N(CC(=O)OCC(=O)NCc2ccccc2Cl)C1=O,CC1(c2ccccc2)NC(=O)N(CC(=O)OCC(=O)NCc2ccccc2Cl)C1=O,True,True,True
O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,O=C(Nc1cccc([N+](=O)[O-])c1)c1ccc(Cl)c(S(=O)(=O)N2CCOCC2)c1,True,True,True
CCN(CC)CCc1nc(N)nc(N)n1,CCN(CC)CCc1nc(N)nc(N)n1,True,True,True
CCOc1ccc(N2C3=C(C(=O)CCC3)C(c3ccc([N+](=O)[O-])o3)C3=C2CC(C)(C)CC3=O)cc1,CCOc1ccc(N2C3=C(C(=O)CCC3)C(c3ccc([N+](=O)[O-])o3)C3=C2CC(C)(C)CC3=O)cc1,True,True,True
CC(C)(C)Cc1ncc(-c2cnc3[nH]cc(C(F)(F)F)c3c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,CC(C)(C)Cc1ncc(-c2cnc3[nH]cc(C(F)(F)F)c3c2)cc1NC(=O)Nc1ccc(OC(F)(F)F)cc1,True,True,True
CC1CN(c2cc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)cn3C2CC2)CCN1,CC1CN(c2cc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)cn3C2CC2)CCN1,True,True,True
Nc1nnc(N)n1Nc1cccc2ccccc12,Nc1nnc(N)n1Nc1cccc2ccccc12,True,True,True
CCOC(=O)C(=O)Oc1cc(C(=O)C=Cc2ccccc2)nn1-c1ccccc1,CCOC(=O)C(=O)Oc1cc(C(=O)C=Cc2ccccc2)nn1-c1ccccc1,True,True,True
Clc1nssc1=S,S=c1ssnc1Cl,True,True,True
Cc1cc(C)n(-c2nc(N)cc(Nc3ccc(F)c(Cl)c3)n2)n1,Cc1cc(C)n(-c2nc(N)cc(Nc3ccc(F)c(Cl)c3)n2)n1,True,True,True
CCC(C=CC=CC(=O)N1CCC(CC(=O)O)CC1)=C(c1ccccc1)c1ccccc1,CCC(C=CC=CC(=O)N1CCC(CC(=O)O)CC1)=C(c1ccccc1)c1ccccc1,True,True,True
CN(Nc1ccccn1)C(=N)NN=Cc1ccccc1,CN(Nc1ccccn1)C(=N)NN=Cc1ccccc1,True,True,True
CN(C)C1CCN(c2ccc3[nH]c(-c4c(NC(CO)Cc5ccccc5)cc[nH]c4=O)nc3c2)CC1,CN(C)C1CCN(c2ccc3[nH]c(-c4c(NC(CO)Cc5ccccc5)cc[nH]c4=O)nc3c2)CC1,True,True,True
COc1cccc(C=NNC(=O)c2ccc3c(c2)OCCO3)c1O,COc1cccc(C=NNC(=O)c2ccc3c(c2)OCCO3)c1O,True,True,True
CN(c1cc2ncc(=O)[nH]c2cc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C(F)(F)F)C1CCOCC1,CN(c1cc2ncc(=O)[nH]c2cc1Nc1nc(Nc2ccc(N3CCOCC3)cc2)ncc1C(F)(F)F)C1CCOCC1,True,True,True
Cc1ccsc1CN(C)C(=O)Cc1c(C)nc2nc(C)nn2c1C,Cc1nc2nc(C)c(CC(=O)N(C)Cc3sccc3C)c(C)n2n1,True,True,True
O=C(Cn1ncc2c(=O)oc3ccccc3c21)N1CCC2(CC1)OCCO2,O=C(Cn1ncc2c(=O)oc3ccccc3c21)N1CCC2(CC1)OCCO2,True,True,True
Cc1nc2sc(-c3cccc(C)c3)c(-c3cccc(Br)c3)n2c(=O)c1C,Cc1cccc(-c2sc3nc(C)c(C)c(=O)n3c2-c2cccc(Br)c2)c1,True,True,True
Cc1cccc(C)c1NC(=O)CCc1c(C)nn(-c2ccc(N3CCCC3)nn2)c1C,Cc1cccc(C)c1NC(=O)CCc1c(C)nn(-c2ccc(N3CCCC3)nn2)c1C,True,True,True
Cc1ccc(Oc2ncc(Cl)cc2Cl)c(C(=O)N2CCOCC2)n1,Cc1ccc(Oc2ncc(Cl)cc2Cl)c(C(=O)N2CCOCC2)n1,True,True,True
COC(=O)C(CSSCC(NS(C)(=O)=O)C(=O)OC)NC(=O)CNC(=O)C(N)CSSCCC(=O)O,COC(=O)C(CSSCC(NS(C)(=O)=O)C(=O)OC)NC(=O)CNC(=O)C(N)CSSCCC(=O)O,True,True,True
Cc1cccn2c(=O)c(C=Nc3nc(-c4ccccc4)cs3)c(N3CCOCC3)nc12,Cc1cccn2c(=O)c(C=Nc3nc(-c4ccccc4)cs3)c(N3CCOCC3)nc12,True,True,True
Cc1ccc(CSCc2ccc(C(=O)NC3CC3)o2)cc1,Cc1ccc(CSCc2ccc(C(=O)NC3CC3)o2)cc1,True,True,False
COc1ccc(C=NNC(=O)c2onc(C)c2Br)cc1COc1cccc(Cl)c1,COc1ccc(C=NNC(=O)c2onc(C)c2Br)cc1COc1cccc(Cl)c1,True,True,True
N=C(N)NCCCC(NC(=O)C(CC1CCNC1=O)NC(=O)C1CCCN1C(=O)C1CCC(=O)N1)C(N)=O,N=C(N)NCCCC(NC(=O)C(CC1CCNC1=O)NC(=O)C1CCCN1C(=O)C1CCC(=O)N1)C(N)=O,True,True,True
